video_id,comment_id,video_title,channel_name,channel_id,author_name,author_channel_id,text,source_query,source_group,dataset_sources,author_handle,published_text,like_count_text,reply_count,is_pinned,viewer_rating,author_handle_decoded,like_count,texto_original,hashtags,mentions,emojis,texto_limpio
6W4u8sGEnGM,Ugwije36G_n35mshRfp4AaABAg,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,@rosaoliva9389,UCheEJ5GZuIvV0fj-nXyVwXw,Gracias por concluir lo q otros empiezan y no terminan,Gobierno de la República de Guatemala,topic,youtube_guatemala_plus_comments.csv | youtube_lab_targets_small_comments.csv,/@rosaoliva9389,hace 2 días, ,0,False,,/@rosaoliva9389,0,Gracias por concluir lo q otros empiezan y no terminan,,,,gracia concluir empezar terminar
n8iP75gIpmw,UgwjKxflp7TiD0e7_494AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@victorarturoruanobautista7588,UCujPF2nBgsTD62nWE3lcpIg,Que se les quite todos los privilegios lo que pasa no les gusta,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@victorarturoruanobautista7588,hace 1 año, ,0,False,,/@victorarturoruanobautista7588,0,Que se les quite todos los privilegios lo que pasa no les gusta,,,,quite privilegio pasa gustar
n8iP75gIpmw,Ugwjtq_DUb6ISU-ppsh4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@byronpontaza,UChs3tU2BcKOT0CezykvAsGw,"Estoy seguro que si a los conductores los envían a hacer un trabajo a un departamento y les dan viáticos, buscan Buenos restaurantes para ir a comer y no se van al mercado",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@byronpontaza,hace 2 años,1,0,False,,/@byronpontaza,1,"Estoy seguro que si a los conductores los envían a hacer un trabajo a un departamento y les dan viáticos, buscan Buenos restaurantes para ir a comer y no se van al mercado",,,,seguro si conductor enviar hacer trabajo departamento dar viático buscar bueno restaurante ir comer ir mercado
n8iP75gIpmw,UgwkiP4fW1xfpXbZcV14AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@BenjaminLarios-jd8nk,UCV0iizTBoOfdAFX_thfI9BA,Lo que este diputado ase por el paiz es robarle  al paiz   porque otro beneficio que tiene el paiz  con ellos nada,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@BenjaminLarios-jd8nk,hace 2 años, ,0,False,,/@BenjaminLarios-jd8nk,0,Lo que este diputado ase por el paiz es robarle  al paiz   porque otro beneficio que tiene el paiz  con ellos nada,,,,diputado asar paiz robarle paiz beneficio paiz
6W4u8sGEnGM,Ugwm9VajlW3ydbsf-BJ4AaABAg,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,@robertoescobar5507,UCp29O_C7cchZV8IxV7Crdag,Excelente.,Gobierno de la República de Guatemala,topic,youtube_guatemala_plus_comments.csv | youtube_lab_targets_small_comments.csv,/@robertoescobar5507,hace 3 días, ,0,False,,/@robertoescobar5507,0,Excelente.,,,,excelente
yLZS3JiEBg8,UgwmvtMMEFg5rWbrmtV4AaABAg,Arroz con pollo a la MONOPOLIO,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@11223344An,UCkxdJ_yGN2gghOMo2ybQtXQ,Y no olvidemos y quizá el más cruel. Las farmacéuticas con las medicinas,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@11223344An,hace 2 años,1,0,False,,/@11223344An,1,Y no olvidemos y quizá el más cruel. Las farmacéuticas con las medicinas,,,,olvidar quizá cruel farmacéutico medicina
6W4u8sGEnGM,UgwnCwptihjhFCfQK_l4AaABAg,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,@franciscoflores3120,UCjZgFEowMBrsjodqfovzdKw,Pero  sería bueno que  le cambien  nombre,Gobierno de la República de Guatemala,topic,youtube_guatemala_plus_comments.csv | youtube_lab_targets_small_comments.csv,/@franciscoflores3120,hace 4 días, ,0,False,,/@franciscoflores3120,0,Pero  sería bueno que  le cambien  nombre,,,,bueno cambiar nombre
n8iP75gIpmw,UgwopmNYOXxE5kyT7fF4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@hugoasencio7764,UC4wq3DcbfaG6dtCqn8Oyu3w,Ya viste Nery más de lo mismo.,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@hugoasencio7764,hace 2 años,1,0,False,,/@hugoasencio7764,1,Ya viste Nery más de lo mismo.,,,,vestir nery mismo
ndAZjHqzzT8,UgwovhZaCiV0r6XOH_R4AaABAg,Internet: escoger el menos malo,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@rwdm76,UCVC2QugcI1G4RvlCiUqd1aQ,excelente,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@rwdm76,hace 1 año, ,0,False,,/@rwdm76,0,excelente,,,,excelente
yLZS3JiEBg8,UgwoyDvqZ6NlBCvXB7t4AaABAg,Arroz con pollo a la MONOPOLIO,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@herminiasaquimux7565,UCXVLc8CmAO813ubM-fLvCDw,"Ahora comprendí porque los cañeros y grupo cacif, estan contra la ley de competencia y siguen tratando de impedir su discusión en el legislativo.",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@herminiasaquimux7565,hace 2 años,7,0,False,,/@herminiasaquimux7565,7,"Ahora comprendí porque los cañeros y grupo cacif, estan contra la ley de competencia y siguen tratando de impedir su discusión en el legislativo.",,,,ahora comprender cañeros grupo cacif estar ley competencia seguir tratar impedir discusión legislativo
n8iP75gIpmw,Ugwp1SacIqA0qS_netd4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@TeresaLucero-b5o,UCwW2OFy95P7ZBkOPxWkpvYg,No se justifica nada... es su obligación trabajar...,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@TeresaLucero-b5o,hace 2 años,1,0,False,,/@TeresaLucero-b5o,1,No se justifica nada... es su obligación trabajar...,,,,justificar obligación trabajar
n8iP75gIpmw,UgwpY9PE_PBfwa2_g_N4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@marioajset4283,UC3XTwHxygNCgjndsg-UiCQA,"Repito como siempre, cuantas horas hombre de trabajo se pagan por el cansancio y fatiga del pueblo que hacen productivo al país y que generan renta gravada para los contribuyentes, solo para que estos infelices se den estos gustos.",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@marioajset4283,hace 2 años,1,0,False,,/@marioajset4283,1,"Repito como siempre, cuantas horas hombre de trabajo se pagan por el cansancio y fatiga del pueblo que hacen productivo al país y que generan renta gravada para los contribuyentes, solo para que estos infelices se den estos gustos.",,,,repetir siempre cuanto hora hombre trabajo pagar cansancio fatiga pueblo hacer productivo país generar renta gravar contribuyente solo infeliz dar gusto
j43HgwYFKfk,Ugwqsca_nj4eGguiyTJ4AaABAg,La cooptación de Walter Mazariegos en la USAC,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@marlenareano-h4t,UCgQw_Sbq3ugruDUKsq1e0-A,"buen reportaje, tristeza da q la USAC este coptada por esos corruptos.",@quorumgt,topic,j43HgwYFKfk_out_comments.csv | quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@marlenareano-h4t,hace 6 meses, ,0,False,,/@marlenareano-h4t,0,"buen reportaje, tristeza da q la USAC este coptada por esos corruptos.",,,,bueno reportaje tristeza dar usac coptada corrupto
n8iP75gIpmw,UgwrIvqGid-S983oU9J4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@raquelprado3643,UCL13XhnRzbGokEkCkEOb0-g,Por querer justificarse le sacaron a luz sus artadas a costillas del pobre pueblo de Guatemala,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@raquelprado3643,hace 2 años,1,0,False,,/@raquelprado3643,1,Por querer justificarse le sacaron a luz sus artadas a costillas del pobre pueblo de Guatemala,,,,querer justificarse sacar luz artadas costilla pobre pueblo guatemala
n8iP75gIpmw,UgwsCWap2Jq1pNrLOWl4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@MacarioMartinezruiz,UCQtSFINs1h6GHkpg9o5kMvg,Lo felicito  periodista de alto valor por decirle la verdad al diputado Rodas,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@MacarioMartinezruiz,hace 2 años,12,0,False,,/@MacarioMartinezruiz,12,Lo felicito  periodista de alto valor por decirle la verdad al diputado Rodas,,,,felicitar periodista alto valor decirle verdad diputado roda
06mFNPU0aB8,UgwtcR5U0FAkeZsiVVt4AaABAg,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto,Noti7,UCVpSRoZgngfSL03Nlbjtq9A,@juliohernandez7438,UC2ngpd8UBQu4gcUYy0goAtg,Metanlos a la carcel y como se bisten de mujer que les echen chuso por maricones,guatemala noticias,topic,youtube_guatemala_comments.csv | youtube_guatemala_plus_comments.csv,/@juliohernandez7438,hace 2 semanas, ,0,False,,/@juliohernandez7438,0,Metanlos a la carcel y como se bisten de mujer que les echen chuso por maricones,,,,metanlos carcel bisten mujer echar chuso maricón
PjmxCj-a9Hg,Ugwvm2HYh08HI1HkcXV4AaABAg,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,@Burgos68,UC7IMsCxfZyWN7YQo8-JYa6Q,"Muchísimas gracias Sr. y excelentísimo Presidente Constitucional de la República de Guatemala,  por trabajar enormemente por todos los ciudadanos y también por unir sus esfuerzos con el Gobierno de los Estados Unidos Mexicanos,  porque el Turismo va hacer el mejor puente para incrementar la economía de todas aquellas personas al rededor del mundo, que quieran conocer más de esta cultura Maya compartida y la cual nos hace sentirnos hermanos con ese gran país. MÉXICO Y GUATEMALA UNIDOS POR SIEMPRE 💕",@GobiernodeGuatemala,topic,PjmxCj-a9Hg_out_comments.csv | youtube_guatemala_plus_comments.csv,/@Burgos68,hace 1 año (editado),1,0,False,,/@Burgos68,1,"Muchísimas gracias Sr. y excelentísimo Presidente Constitucional de la República de Guatemala,  por trabajar enormemente por todos los ciudadanos y también por unir sus esfuerzos con el Gobierno de los Estados Unidos Mexicanos,  porque el Turismo va hacer el mejor puente para incrementar la economía de todas aquellas personas al rededor del mundo, que quieran conocer más de esta cultura Maya compartida y la cual nos hace sentirnos hermanos con ese gran país. MÉXICO Y GUATEMALA UNIDOS POR SIEMPRE 💕",,,💕,muchísimas gracia sr excelentísimo presidente constitucional república guatemala trabajar enormemente ciudadano unir esfuerzo gobierno unir mexicano turismo ir hacer mejor puente incrementar economía todo aquel persona rededor mundo querer conocer cultura maya compartir hacer sentirnos hermano gran país méxico guatemala unir siempre
n8iP75gIpmw,UgwvvK1L0aLOhCMUzfN4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@GilmarMaldonado-q9m,UCzSfZlOVxBSs5ObD25ywxDQ,Y haci vienen corriéndo para que él pueblo voté por ustedes no piensan en él pueblo que está sufriendo por un sueldo minusioso partida de ladrones corruptos hijos de la fiscal nietos de giamatey hijastros de Miguel Martínez sinó gana en el congreso renuncien también aprueben la ley para sacar ala fiscal aganlo,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@GilmarMaldonado-q9m,hace 2 años, ,0,False,,/@GilmarMaldonado-q9m,0,Y haci vienen corriéndo para que él pueblo voté por ustedes no piensan en él pueblo que está sufriendo por un sueldo minusioso partida de ladrones corruptos hijos de la fiscal nietos de giamatey hijastros de Miguel Martínez sinó gana en el congreso renuncien también aprueben la ley para sacar ala fiscal aganlo,,,,haci venir corriéndo pueblo votar usted pensar pueblo sufrir sueldo minusioso partida ladrón corrupto hijo fiscal nieto giamatey hijastro miguel martínez sinó gana congreso renunciar aprobar ley sacar ala fiscal aganlo
n8iP75gIpmw,UgwwH4OIcVCCN6SbBX14AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@kanterra4584,UCLFdHr9BEbXHkoJopbEPLZw,"Deberían ir a comer al mercado central les queda cerca, llegan a pie y contribuyen con la pequeña empresa.
Ir a donde van y pagar con dinero de los tributos es lujurioso e insulta al pueblo soberano.",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@kanterra4584,hace 2 años,13,0,False,,/@kanterra4584,13,"Deberían ir a comer al mercado central les queda cerca, llegan a pie y contribuyen con la pequeña empresa.
Ir a donde van y pagar con dinero de los tributos es lujurioso e insulta al pueblo soberano.",,,,deber ir comer mercado central queda cerca llegar pie contribuir pequeño empresa ir ir pagar dinero tributo lujurioso insultar pueblo soberano
n8iP75gIpmw,UgwwKfLmhHVU-Oxzqtl4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@vanigomez492,UCNkcuy42zEwddwEcOd_HpnA,"No justifico lo del diputado, pero quisiera ver una entrevista similar en la administración anterior, ahí no! Porq tambien a los d con criterio les salpicaba la corrupción",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@vanigomez492,hace 2 años,3,0,False,,/@vanigomez492,3,"No justifico lo del diputado, pero quisiera ver una entrevista similar en la administración anterior, ahí no! Porq tambien a los d con criterio les salpicaba la corrupción",,,,justificar diputado querer ver entrevistar similar administración anterior ahí porq tambien criterio salpicar corrupción
ndAZjHqzzT8,UgwwPrhCy2levkb6TRd4AaABAg,Internet: escoger el menos malo,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@ULJoshmg2011,UCJp3OrVYcBorC94sKwdch_A,"Otro detalle muy interesante es para la mayoría que usamos líneas prepago; hay muchos abusos por parte de las empresas, una de ellas por ejemplo te roba el saldo cuando haces una recarga sin haberte asignado ningún paquete; aluden a que sino te asignas un paquete el consumo del saldo corre si usas internet; una recarga de Q100 se consume en 5 min.  Esto no está regulado  la verdad en Guate; la otra compañía es más legal en esto; almenos no te permite navegar sino has asignado paquete. El monopolio nunca será nada bueno, en mi caso opté por quitar cable y servicios asociados tuve demasiados abusos, cobros anticipados,  costos  muy altos y final quedas indefenso. Solo opté por un prepago para Internet lo mínimo necesario, para poder ver YouTube. No consumimos nada más, dejamos de ver TV desde la pandemia, es mejor leer y escuchar la radio, no hay que darles gusto a estas empresas que abusan y roban.  Los que puedan tener internet satelital los felicito es mejor que la corrupcion de las dos empresas  actuales.",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@ULJoshmg2011,hace 1 año, ,0,False,,/@ULJoshmg2011,0,"Otro detalle muy interesante es para la mayoría que usamos líneas prepago; hay muchos abusos por parte de las empresas, una de ellas por ejemplo te roba el saldo cuando haces una recarga sin haberte asignado ningún paquete; aluden a que sino te asignas un paquete el consumo del saldo corre si usas internet; una recarga de Q100 se consume en 5 min.  Esto no está regulado  la verdad en Guate; la otra compañía es más legal en esto; almenos no te permite navegar sino has asignado paquete. El monopolio nunca será nada bueno, en mi caso opté por quitar cable y servicios asociados tuve demasiados abusos, cobros anticipados,  costos  muy altos y final quedas indefenso. Solo opté por un prepago para Internet lo mínimo necesario, para poder ver YouTube. No consumimos nada más, dejamos de ver TV desde la pandemia, es mejor leer y escuchar la radio, no hay que darles gusto a estas empresas que abusan y roban.  Los que puedan tener internet satelital los felicito es mejor que la corrupcion de las dos empresas  actuales.",,,,detalle interesante mayoría usar línea prepago abuso parte empresa ejemplo robar saldo hacer recarga haberte asignado ninguno paquete aludir sino asignar paquete consumo saldo correr si usar internet recarga q100 consumar minuto regular verdad guate compañía legal almenos permitir navegar sino asignado paquete monopolio nunca bueno caso optar quitar cable servicio asociado demasiado abuso cobro anticipar costo alto final queda indefenso solo optar prepago internet mínimo necesario poder ver youtube consumir dejar ver tv pandemia mejor leer escuchar radio darles gusto empresa abusar robar poder tener internet satelital felicitar mejor corrupcion dos empresa actual
is3Mk5oC19g,UgwxjmtBoAozs0ZUAcd4AaABAg,Capturan a ladrón que había quedado grabado mientras robaba en una parroquia de Retalhuleu,TN23 Guatemala,UCt5Dw7ePnn0AqPqRF8Xpjkw,@MarcosCarillo-b1r,UCdFlugHJJa4l3YqWuNRmvXw,Al que tienen que enjuiciar es al comparator por comparator obgwtos robados,guatemala noticias,topic,youtube_guatemala_comments.csv | youtube_guatemala_plus_comments.csv,/@MarcosCarillo-b1r,hace 1 día, ,1,False,,/@MarcosCarillo-b1r,0,Al que tienen que enjuiciar es al comparator por comparator obgwtos robados,,,,enjuiciar comparator comparator obgwtos robar
is3Mk5oC19g,UgwxjmtBoAozs0ZUAcd4AaABAg.AaAbqoGVGipAaAjNG9oPRN,Capturan a ladrón que había quedado grabado mientras robaba en una parroquia de Retalhuleu,TN23 Guatemala,UCt5Dw7ePnn0AqPqRF8Xpjkw,@JoelReynoso-d4r,UCLh1Kde4_vI1sTZBkTNP7RQ,que?,guatemala noticias,topic,youtube_guatemala_comments.csv | youtube_guatemala_plus_comments.csv,/@JoelReynoso-d4r,hace 1 día, ,0,False,,/@JoelReynoso-d4r,0,que?,,,,
n8iP75gIpmw,UgwypjUeZBU45DrrW0d4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@thelmamoran8565,UCThW2XNsAaBKme5PUt7n-Zg,Yo no entiendo por qué están ahorita con todas estas cosas por qué no lo hacían cuando estaban los corruptos Alvaro Arzú Alan Rodríguez. La señora está evangélica que acaba de salir no entiendo por qué no les decían eso a ellos porque tiene que ser hasta ahora es tonto,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@thelmamoran8565,hace 2 años, ,0,False,,/@thelmamoran8565,0,Yo no entiendo por qué están ahorita con todas estas cosas por qué no lo hacían cuando estaban los corruptos Alvaro Arzú Alan Rodríguez. La señora está evangélica que acaba de salir no entiendo por qué no les decían eso a ellos porque tiene que ser hasta ahora es tonto,,,,entender ahorita todo cosa hacer corrupto alvaro arzú alan rodríguez señor evangélico acabar salir entender decir ser ahora tonto
n8iP75gIpmw,Ugwz_6qtdDTbTWEUQQ94AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@maxwellsales885,UC6YSZqL0vEcI-niPKIMUGfw,"Ni el mismo lo cree, estos son sinverguenzas y se pasan de pija, cómo se sentirá la familia tener a alguien mañoso, mafioso, sin vergüenza como marido y como padre, es triste",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@maxwellsales885,hace 2 años,2,0,False,,/@maxwellsales885,2,"Ni el mismo lo cree, estos son sinverguenzas y se pasan de pija, cómo se sentirá la familia tener a alguien mañoso, mafioso, sin vergüenza como marido y como padre, es triste",,,,mismo creer sinverguenzas pasar pijo cómo sentir familia tener alguien mañoso mafioso vergüenza marido padre triste
n8iP75gIpmw,Ugx-G2kCu5aSwh3IR5l4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@LE_A22,UCNBnKqWf4d-rS4HwJRQljmQ,"Y CUANDO VAN HABLAR DE LOS GASTOS DEL PRESIDENTE? La carne la bomba de la piscina los salarios exagerados,los aumentos incluso el nepotismo? ó a él no? De él no se puede hablar? Los regañan?",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@LE_A22,hace 2 años,1,0,False,,/@LE_A22,1,"Y CUANDO VAN HABLAR DE LOS GASTOS DEL PRESIDENTE? La carne la bomba de la piscina los salarios exagerados,los aumentos incluso el nepotismo? ó a él no? De él no se puede hablar? Los regañan?",,,,ir hablar gasto presidente carne bomba piscina salario exagerar aumento incluso nepotismo poder hablar regañar
06mFNPU0aB8,Ugx-cQ3Wf3whk_hssDR4AaABAg,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto,Noti7,UCVpSRoZgngfSL03Nlbjtq9A,@elsalvador3605,UCO0zwwLWGyDgQmWPJ5Qrr1w,Por qué siempre tapan la cara de los delincuentes,guatemala noticias,topic,youtube_guatemala_comments.csv | youtube_guatemala_plus_comments.csv,/@elsalvador3605,hace 2 semanas,3,0,False,,/@elsalvador3605,3,Por qué siempre tapan la cara de los delincuentes,,,,siempre tapar cara delincuente
j43HgwYFKfk,Ugx-hH6Ysw9sdv3kHPN4AaABAg,La cooptación de Walter Mazariegos en la USAC,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@Silviazea,UCwjUvRseNtJoItylIyIez7Q,¡Fuera esa basura de mazariegos!,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@Silviazea,hace 1 año, ,0,False,,/@Silviazea,0,¡Fuera esa basura de mazariegos!,,,,basura mazariegos
n8iP75gIpmw,Ugx1reCoIQcnK3ii2GR4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@SuperVictor2005,UCTwSut16JyAg3mX6LVUNGqA,"Que gasten todo lo que les pegue la regalada gana, siempre y cuando que lo paguen con su mismo sueldo o dinero como cualquier empleado público, lo que no es admisible es  que estas ratas solo se recetan estos mega gastos por un almuerzo, porque ellos mismos se los permiten.
Ya basta!!! Asi como estos diputados, PNC de la capital, entre otros empleados públicos selectos tengan privilegios de esta naturaleza, mientras que otros tienen que costear transporte, alimentación, internet, entre otras cosas con su propio sueldo o dinero.",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@SuperVictor2005,hace 2 años, ,0,False,,/@SuperVictor2005,0,"Que gasten todo lo que les pegue la regalada gana, siempre y cuando que lo paguen con su mismo sueldo o dinero como cualquier empleado público, lo que no es admisible es  que estas ratas solo se recetan estos mega gastos por un almuerzo, porque ellos mismos se los permiten.
Ya basta!!! Asi como estos diputados, PNC de la capital, entre otros empleados públicos selectos tengan privilegios de esta naturaleza, mientras que otros tienen que costear transporte, alimentación, internet, entre otras cosas con su propio sueldo o dinero.",,,,gastar pegar regalar gana siempre pagar mismo sueldo dinero cualquiera empleado público admisible rata solo recetar mega gasto almuerzo mismo permitir bastar asi diputado pnc capital empleado público selecto privilegio naturaleza mientras costear transporte alimentación internet cosa propio sueldo dinero
n8iP75gIpmw,Ugx2ApaAMqe4ca4SCYx4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@guillermogonzalez5153,UCLggDc_a5HriXv7I1h02sOA,"Hablemos de cosas relevantes,,,,y No de lo irrelevantes......jajajajaja",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@guillermogonzalez5153,hace 2 años,3,0,False,,/@guillermogonzalez5153,3,"Hablemos de cosas relevantes,,,,y No de lo irrelevantes......jajajajaja",,,,hablar cosa relevante irrelevante jajajajaja
n8iP75gIpmw,Ugx2LwWBVc3mFGJAinB4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@ManuelEdran,UC5H8ASmMC9WrURmzeB4ySog,Ya es calor...jejej,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@ManuelEdran,hace 2 años,2,0,False,,/@ManuelEdran,2,Ya es calor...jejej,,,,calor jejej
n8iP75gIpmw,Ugx2byJzZBZkDMQMUqV4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@ricardofigueroa5720,UCwO2SXr0ggzwg6QWWrr01nQ,No se le cree nada a ese diputransa,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@ricardofigueroa5720,hace 2 años,11,0,False,,/@ricardofigueroa5720,11,No se le cree nada a ese diputransa,,,,creer diputransa
j43HgwYFKfk,Ugx3uDgmZQhx3Z3VOzt4AaABAg,La cooptación de Walter Mazariegos en la USAC,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@ingenieroar,UC816IGbFCZinfYS1LRDaaHg,mapa de poder USAC,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@ingenieroar,hace 1 año,1,0,False,,/@ingenieroar,1,mapa de poder USAC,,,,mapa poder usac
n8iP75gIpmw,Ugx3yIUZXGeiOVESIEl4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@VICTOREST19,UC3qn1yJA5PeW9rkGPatQxiw,Que ese diputado que muestre la factura donde diga que de su bolsillo fue pagado??,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@VICTOREST19,hace 2 años,7,0,False,,/@VICTOREST19,7,Que ese diputado que muestre la factura donde diga que de su bolsillo fue pagado??,,,,diputado mostrar factura decir bolsillo pagar
6W4u8sGEnGM,Ugx4dn4xlUl9Jp9QJeJ4AaABAg,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,@elmilenial4064,UCaT4saRcyqCLE657Rq2hhZQ,Tio berny presidente 2032😁,Gobierno de la República de Guatemala,topic,youtube_guatemala_plus_comments.csv | youtube_lab_targets_small_comments.csv,/@elmilenial4064,hace 5 días (editado), ,0,False,,/@elmilenial4064,0,Tio berny presidente 2032😁,,,😁,tio berny presidente
yLZS3JiEBg8,Ugx6Wjc02tqpQUBf4NJ4AaABAg,Arroz con pollo a la MONOPOLIO,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@rockyscarlet,UCc_F88PzGWtA1OPNUEASulA,Los hipócritas de la ufm todavía alaban a Milei. Lo primero que haría sería quitar todas las trabas que impiden el libre mercado.,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@rockyscarlet,hace 2 años, ,0,False,,/@rockyscarlet,0,Los hipócritas de la ufm todavía alaban a Milei. Lo primero que haría sería quitar todas las trabas que impiden el libre mercado.,,,,hipócrita ufm todavía alabar milei primero hacer quitar todo trabar impedir libre mercado
n8iP75gIpmw,Ugx74OPnWkWaFjpFuA94AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@dorisl.garciaroche7763,UCErZPJpHmLCsXs8ZWkAUupQ,"Y será que si ya no se diera esa facilidad de efectivo para gastos de ese tipo, les interesaría seguir siendo diputados. O es por ese estilo de vida lo que les llama la atención ser diputados.",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@dorisl.garciaroche7763,hace 2 años,2,1,False,,/@dorisl.garciaroche7763,2,"Y será que si ya no se diera esa facilidad de efectivo para gastos de ese tipo, les interesaría seguir siendo diputados. O es por ese estilo de vida lo que les llama la atención ser diputados.",,,,si dar facilidad efectivo gasto tipo interesar seguir ser diputado estilo vida llama atención ser diputado
